TransactionID,Amount,Date,ReferenceNo
TXN-28988,4207.41,29-01-2026,REF-68988
TXN-28989,4207.41,29-01-2026,REF-68989
TXN-28990,4207.41,29-01-2026,REF-68990
TXN-28991,4207.41,29-01-2026,REF-68991
TXN-28992,4207.41,29-01-2026,REF-68992
TXN-28993,4207.41,29-01-2026,REF-68993
TXN-28994,4207.41,29-01-2026,REF-68994
TXN-28995,4207.41,29-01-2026,REF-68995
TXN-28996,4207.41,29-01-2026,REF-68996
TXN-28997,4207.41,29-01-2026,REF-68997
TXN-28998,4207.41,29-01-2026,REF-68998
TXN-28999,4207.41,29-01-2026,REF-68999
TXN-29000,4207.41,29-01-2026,REF-69000
TXN-29001,4207.41,29-01-2026,REF-69001
TXN-29002,4207.41,29-01-2026,REF-69002
TXN-29003,4207.41,29-01-2026,REF-69003
TXN-29004,4207.41,29-01-2026,REF-69004
TXN-29005,4207.41,29-01-2026,REF-69005
TXN-29006,4207.41,29-01-2026,REF-69006
TXN-29007,4207.41,29-01-2026,REF-69007
TXN-29008,4207.41,29-01-2026,REF-69008
TXN-29009,4207.41,29-01-2026,REF-69009
TXN-29010,4207.41,29-01-2026,REF-69010
TXN-29011,4207.41,29-01-2026,REF-69011
TXN-29012,4207.41,29-01-2026,REF-69012
TXN-29013,4207.41,29-01-2026,REF-69013
TXN-29014,4207.41,29-01-2026,REF-69014
TXN-29015,4207.41,29-01-2026,REF-69015
TXN-29016,4207.41,29-01-2026,REF-69016
TXN-29017,4207.41,29-01-2026,REF-69017
TXN-29018,4207.41,29-01-2026,REF-69018
TXN-29019,4207.41,29-01-2026,REF-69019
TXN-29020,4207.41,29-01-2026,REF-69020
TXN-29021,4207.41,29-01-2026,REF-69021
TXN-29022,4207.41,29-01-2026,REF-69022
TXN-29023,4207.41,29-01-2026,REF-69023
TXN-29024,4207.41,29-01-2026,REF-69024
TXN-29025,4207.41,29-01-2026,REF-69025
TXN-29026,4207.41,29-01-2026,REF-69026
TXN-29027,4207.41,29-01-2026,REF-69027
TXN-29028,4207.41,29-01-2026,REF-69028
TXN-29029,4207.41,29-01-2026,REF-69029
TXN-29030,4207.41,29-01-2026,REF-69030
TXN-29031,4207.41,29-01-2026,REF-69031
TXN-29032,4207.41,29-01-2026,REF-69032
TXN-29033,4207.41,29-01-2026,REF-69033
TXN-29034,4207.41,29-01-2026,REF-69034
TXN-29035,4207.41,29-01-2026,REF-69035
TXN-29036,4207.41,29-01-2026,REF-69036
TXN-29037,4207.41,29-01-2026,REF-69037
TXN-29038,4207.41,29-01-2026,REF-69038
TXN-29039,4207.41,29-01-2026,REF-69039
TXN-29040,4207.41,29-01-2026,REF-69040
TXN-29041,4207.41,29-01-2026,REF-69041
TXN-29042,4207.41,29-01-2026,REF-69042
TXN-29043,4207.41,29-01-2026,REF-69043
TXN-29044,4207.41,29-01-2026,REF-69044
TXN-29045,4207.41,29-01-2026,REF-69045
TXN-29046,4207.41,29-01-2026,REF-69046
TXN-29047,4207.41,29-01-2026,REF-69047
TXN-29048,4207.41,29-01-2026,REF-69048
TXN-29049,4207.41,29-01-2026,REF-69049
TXN-29050,4207.41,29-01-2026,REF-69050
TXN-29051,4207.41,29-01-2026,REF-69051
TXN-29052,4207.41,29-01-2026,REF-69052
TXN-29053,4207.41,29-01-2026,REF-69053
TXN-29054,4207.41,29-01-2026,REF-69054
TXN-29055,4207.41,29-01-2026,REF-69055
TXN-29056,4207.41,29-01-2026,REF-69056
TXN-29057,4207.41,29-01-2026,REF-69057
TXN-29058,4207.41,29-01-2026,REF-69058
TXN-29059,4207.41,29-01-2026,REF-69059
TXN-29060,4207.41,29-01-2026,REF-69060
TXN-29061,4207.41,29-01-2026,REF-69061
TXN-29062,4207.41,29-01-2026,REF-69062
TXN-29063,4207.41,29-01-2026,REF-69063
TXN-29064,4207.41,29-01-2026,REF-69064
TXN-29065,4207.41,29-01-2026,REF-69065
TXN-29066,4207.41,29-01-2026,REF-69066
TXN-29067,4207.41,29-01-2026,REF-69067
TXN-29068,4207.41,29-01-2026,REF-69068
TXN-29069,4207.41,29-01-2026,REF-69069
TXN-29070,4207.41,29-01-2026,REF-69070
TXN-29071,4207.41,29-01-2026,REF-69071
TXN-29072,4207.41,29-01-2026,REF-69072
TXN-29073,4207.41,29-01-2026,REF-69073
TXN-29074,4207.41,29-01-2026,REF-69074
TXN-29075,4207.41,29-01-2026,REF-69075
TXN-29076,4207.41,29-01-2026,REF-69076
TXN-29077,4207.41,29-01-2026,REF-69077
TXN-29078,4207.41,29-01-2026,REF-69078
TXN-29079,4207.41,29-01-2026,REF-69079
TXN-29080,4207.41,29-01-2026,REF-69080
TXN-29081,4207.41,29-01-2026,REF-69081
TXN-29082,4207.41,29-01-2026,REF-69082
TXN-29083,4207.41,29-01-2026,REF-69083
TXN-29084,4207.41,29-01-2026,REF-69084
TXN-29085,4207.41,29-01-2026,REF-69085
TXN-29086,4207.41,29-01-2026,REF-69086
TXN-29087,4207.41,29-01-2026,REF-69087
TXN-29088,4207.41,29-01-2026,REF-69088
TXN-29089,4207.41,29-01-2026,REF-69089
TXN-29090,4207.41,29-01-2026,REF-69090
TXN-29091,4207.41,29-01-2026,REF-69091
TXN-29092,4207.41,29-01-2026,REF-69092
TXN-29093,4207.41,29-01-2026,REF-69093
TXN-29094,4207.41,29-01-2026,REF-69094
TXN-29095,4207.41,29-01-2026,REF-69095
TXN-29096,4207.41,29-01-2026,REF-69096
TXN-29097,4207.41,29-01-2026,REF-69097
TXN-29098,4207.41,29-01-2026,REF-69098
TXN-29099,4207.41,29-01-2026,REF-69099
TXN-29100,4207.41,29-01-2026,REF-69100
TXN-29101,4207.41,29-01-2026,REF-69101
TXN-29102,4207.41,29-01-2026,REF-69102
TXN-29103,4207.41,29-01-2026,REF-69103
TXN-29104,4207.41,29-01-2026,REF-69104
TXN-29105,4207.41,29-01-2026,REF-69105
TXN-29106,4207.41,29-01-2026,REF-69106
TXN-29107,4207.41,29-01-2026,REF-69107
TXN-29108,4207.41,29-01-2026,REF-69108
TXN-29109,4207.41,29-01-2026,REF-69109
TXN-29110,4207.41,29-01-2026,REF-69110
TXN-29111,4207.41,29-01-2026,REF-69111
TXN-29112,4207.41,29-01-2026,REF-69112
TXN-29113,4207.41,29-01-2026,REF-69113
TXN-29114,4207.41,29-01-2026,REF-69114
TXN-29115,4207.41,29-01-2026,REF-69115
TXN-29116,4207.41,29-01-2026,REF-69116
TXN-29117,4207.41,29-01-2026,REF-69117
TXN-29118,4207.41,29-01-2026,REF-69118
TXN-29119,4207.41,29-01-2026,REF-69119
TXN-29120,4207.41,29-01-2026,REF-69120
TXN-29121,4207.41,29-01-2026,REF-69121
TXN-29122,4207.41,29-01-2026,REF-69122
TXN-29123,4207.41,29-01-2026,REF-69123
TXN-29124,4207.41,29-01-2026,REF-69124
TXN-29125,4207.41,29-01-2026,REF-69125
TXN-29126,4207.41,29-01-2026,REF-69126
TXN-29127,4207.41,29-01-2026,REF-69127
TXN-29128,4207.41,29-01-2026,REF-69128
TXN-29129,4207.41,29-01-2026,REF-69129
TXN-29130,4207.41,29-01-2026,REF-69130
TXN-29131,4207.41,29-01-2026,REF-69131
TXN-29132,4207.41,29-01-2026,REF-69132
TXN-29133,4207.41,29-01-2026,REF-69133
TXN-29134,4207.41,29-01-2026,REF-69134
TXN-29135,4207.41,29-01-2026,REF-69135
TXN-29136,4207.41,29-01-2026,REF-69136
TXN-29137,4207.41,29-01-2026,REF-69137
TXN-29138,4207.41,29-01-2026,REF-69138
TXN-29139,4207.41,29-01-2026,REF-69139
TXN-29140,4207.41,29-01-2026,REF-69140
TXN-29141,4207.41,29-01-2026,REF-69141
TXN-29142,4207.41,29-01-2026,REF-69142
TXN-29143,4207.41,29-01-2026,REF-69143
TXN-29144,4207.41,29-01-2026,REF-69144
TXN-29145,4207.41,29-01-2026,REF-69145
TXN-29146,4207.41,29-01-2026,REF-69146
TXN-29147,4207.41,29-01-2026,REF-69147
TXN-29148,4207.41,29-01-2026,REF-69148
TXN-29149,4207.41,29-01-2026,REF-69149
TXN-29150,4207.41,29-01-2026,REF-69150
TXN-29151,4207.41,29-01-2026,REF-69151
TXN-29152,4207.41,29-01-2026,REF-69152
TXN-29153,4207.41,29-01-2026,REF-69153
TXN-29154,4207.41,29-01-2026,REF-69154
TXN-29155,4207.41,29-01-2026,REF-69155
TXN-29156,4207.41,29-01-2026,REF-69156
TXN-29157,4207.41,29-01-2026,REF-69157
TXN-29158,4207.41,29-01-2026,REF-69158
TXN-29159,4207.41,29-01-2026,REF-69159
TXN-29160,4207.41,29-01-2026,REF-69160
TXN-29161,4207.41,29-01-2026,REF-69161
TXN-29162,4207.41,29-01-2026,REF-69162
TXN-29163,4207.41,29-01-2026,REF-69163
TXN-29164,4207.41,29-01-2026,REF-69164
TXN-29165,4207.41,29-01-2026,REF-69165
TXN-29166,4207.41,29-01-2026,REF-69166
TXN-29167,4207.41,29-01-2026,REF-69167
TXN-29168,4207.41,29-01-2026,REF-69168
TXN-29169,4207.41,29-01-2026,REF-69169
TXN-29170,4207.41,29-01-2026,REF-69170
TXN-29171,4207.41,29-01-2026,REF-69171
TXN-29172,4207.41,29-01-2026,REF-69172
TXN-29173,4207.41,29-01-2026,REF-69173
TXN-29174,4207.41,29-01-2026,REF-69174
TXN-29175,4207.41,29-01-2026,REF-69175
TXN-29176,4207.41,29-01-2026,REF-69176
TXN-29177,4207.41,29-01-2026,REF-69177
TXN-29178,4207.41,29-01-2026,REF-69178
TXN-29179,4207.41,29-01-2026,REF-69179
TXN-29180,4207.41,29-01-2026,REF-69180
TXN-29181,4207.41,29-01-2026,REF-69181
TXN-29182,4207.41,29-01-2026,REF-69182
TXN-29183,4207.41,29-01-2026,REF-69183
TXN-29184,4207.41,29-01-2026,REF-69184
TXN-29185,4207.41,29-01-2026,REF-69185
TXN-29186,4207.41,29-01-2026,REF-69186
TXN-29187,4207.41,29-01-2026,REF-69187
TXN-29188,4207.41,29-01-2026,REF-69188
TXN-29189,4207.41,29-01-2026,REF-69189
TXN-29190,4207.41,29-01-2026,REF-69190
TXN-29191,4207.41,29-01-2026,REF-69191
TXN-29192,4207.41,29-01-2026,REF-69192
TXN-29193,4207.41,29-01-2026,REF-69193
TXN-29194,4207.41,29-01-2026,REF-69194
TXN-29195,4207.41,29-01-2026,REF-69195
TXN-29196,4207.41,29-01-2026,REF-69196
TXN-29197,4207.41,29-01-2026,REF-69197
TXN-29198,4207.41,29-01-2026,REF-69198
TXN-29199,4207.41,29-01-2026,REF-69199
TXN-29200,4207.41,29-01-2026,REF-69200
TXN-29201,4207.41,29-01-2026,REF-69201
TXN-29202,4207.41,29-01-2026,REF-69202
TXN-29203,4207.41,29-01-2026,REF-69203
TXN-29204,4207.41,29-01-2026,REF-69204
TXN-29205,4207.41,29-01-2026,REF-69205
TXN-29206,4207.41,29-01-2026,REF-69206
TXN-29207,4207.41,29-01-2026,REF-69207
TXN-29208,4207.41,29-01-2026,REF-69208
TXN-29209,4207.41,29-01-2026,REF-69209
TXN-29210,4207.41,29-01-2026,REF-69210
TXN-29211,4207.41,29-01-2026,REF-69211
TXN-29212,4207.41,29-01-2026,REF-69212
TXN-29213,4207.41,29-01-2026,REF-69213
TXN-29214,4207.41,29-01-2026,REF-69214
TXN-29215,4207.41,29-01-2026,REF-69215
TXN-29216,4207.41,29-01-2026,REF-69216
TXN-29217,4207.41,29-01-2026,REF-69217
TXN-29218,4207.41,29-01-2026,REF-69218
TXN-29219,4207.41,29-01-2026,REF-69219
TXN-29220,4207.41,29-01-2026,REF-69220
TXN-29221,4207.41,29-01-2026,REF-69221
TXN-29222,4207.41,29-01-2026,REF-69222
TXN-29223,4207.41,29-01-2026,REF-69223
TXN-29224,4207.41,29-01-2026,REF-69224
TXN-29225,4207.41,29-01-2026,REF-69225
TXN-29226,4207.41,29-01-2026,REF-69226
TXN-29227,4207.41,29-01-2026,REF-69227
TXN-29228,4207.41,29-01-2026,REF-69228
TXN-29229,4207.41,29-01-2026,REF-69229
TXN-29230,4207.41,29-01-2026,REF-69230
TXN-29231,4207.41,29-01-2026,REF-69231
TXN-29232,4207.41,29-01-2026,REF-69232
TXN-29233,4207.41,29-01-2026,REF-69233
TXN-29234,4207.41,29-01-2026,REF-69234
TXN-29235,4207.41,29-01-2026,REF-69235
TXN-29236,4207.41,29-01-2026,REF-69236
TXN-29237,4207.41,29-01-2026,REF-69237
TXN-29238,4207.41,29-01-2026,REF-69238
TXN-29239,4207.41,29-01-2026,REF-69239
TXN-29240,4207.41,29-01-2026,REF-69240
TXN-29241,4207.41,29-01-2026,REF-69241
TXN-29242,4207.41,29-01-2026,REF-69242
TXN-29243,4207.41,29-01-2026,REF-69243
TXN-29244,4207.41,29-01-2026,REF-69244
TXN-29245,4207.41,29-01-2026,REF-69245
TXN-29246,4207.41,29-01-2026,REF-69246
TXN-29247,4207.41,29-01-2026,REF-69247
TXN-29248,4207.41,29-01-2026,REF-69248
TXN-29249,4207.41,29-01-2026,REF-69249
TXN-29250,4207.41,29-01-2026,REF-69250
TXN-29251,4207.41,29-01-2026,REF-69251
TXN-29252,4207.41,29-01-2026,REF-69252
TXN-29253,4207.41,29-01-2026,REF-69253
TXN-29254,4207.41,29-01-2026,REF-69254
TXN-29255,4207.41,29-01-2026,REF-69255
TXN-29256,4207.41,29-01-2026,REF-69256
TXN-29257,4207.41,29-01-2026,REF-69257
TXN-29258,4207.41,29-01-2026,REF-69258
TXN-29259,4207.41,29-01-2026,REF-69259
TXN-29260,4207.41,29-01-2026,REF-69260
TXN-29261,4207.41,29-01-2026,REF-69261
TXN-29262,4207.41,29-01-2026,REF-69262
TXN-29263,4207.41,29-01-2026,REF-69263
TXN-29264,4207.41,29-01-2026,REF-69264
TXN-29265,4207.41,29-01-2026,REF-69265
TXN-29266,4207.41,29-01-2026,REF-69266
TXN-29267,4207.41,29-01-2026,REF-69267
TXN-29268,4207.41,29-01-2026,REF-69268
TXN-29269,4207.41,29-01-2026,REF-69269
TXN-29270,4207.41,29-01-2026,REF-69270
TXN-29271,4207.41,29-01-2026,REF-69271
TXN-29272,4207.41,29-01-2026,REF-69272
TXN-29273,4207.41,29-01-2026,REF-69273
TXN-29274,4207.41,29-01-2026,REF-69274
TXN-29275,4207.41,29-01-2026,REF-69275
TXN-29276,4207.41,29-01-2026,REF-69276
TXN-29277,4207.41,29-01-2026,REF-69277
TXN-29278,4207.41,29-01-2026,REF-69278
TXN-29279,4207.41,29-01-2026,REF-69279
TXN-29280,4207.41,29-01-2026,REF-69280
TXN-29281,4207.41,29-01-2026,REF-69281
TXN-29282,4207.41,29-01-2026,REF-69282
TXN-29283,4207.41,29-01-2026,REF-69283
TXN-29284,4207.41,29-01-2026,REF-69284
TXN-29285,4207.41,29-01-2026,REF-69285
TXN-29286,4207.41,29-01-2026,REF-69286
TXN-29287,4207.41,29-01-2026,REF-69287
TXN-29288,4207.41,29-01-2026,REF-69288
TXN-29289,4207.41,29-01-2026,REF-69289
TXN-29290,4207.41,29-01-2026,REF-69290
TXN-29291,4207.41,29-01-2026,REF-69291
TXN-29292,4207.41,29-01-2026,REF-69292
TXN-29293,4207.41,29-01-2026,REF-69293
TXN-29294,4207.41,29-01-2026,REF-69294
TXN-29295,4207.41,29-01-2026,REF-69295
TXN-29296,4207.41,29-01-2026,REF-69296
TXN-29297,4207.41,29-01-2026,REF-69297
TXN-29298,4207.41,29-01-2026,REF-69298
TXN-29299,4207.41,29-01-2026,REF-69299
TXN-29300,4207.41,29-01-2026,REF-69300
TXN-29301,4207.41,29-01-2026,REF-69301
TXN-29302,4207.41,29-01-2026,REF-69302
TXN-29303,4207.41,29-01-2026,REF-69303
TXN-29304,4207.41,29-01-2026,REF-69304
TXN-29305,4207.41,29-01-2026,REF-69305
TXN-29306,4207.41,29-01-2026,REF-69306
TXN-29307,4207.41,29-01-2026,REF-69307
TXN-29308,4207.41,29-01-2026,REF-69308
TXN-29309,4207.41,29-01-2026,REF-69309
TXN-29310,4207.41,29-01-2026,REF-69310
TXN-29311,4207.41,29-01-2026,REF-69311
TXN-29312,4207.41,29-01-2026,REF-69312
TXN-29313,4207.41,29-01-2026,REF-69313
TXN-29314,4207.41,29-01-2026,REF-69314
TXN-29315,4207.41,29-01-2026,REF-69315
TXN-29316,4207.41,29-01-2026,REF-69316
TXN-29317,4207.41,29-01-2026,REF-69317
TXN-29318,4207.41,29-01-2026,REF-69318
TXN-29319,4207.41,29-01-2026,REF-69319
TXN-29320,4207.41,29-01-2026,REF-69320
TXN-29321,4207.41,29-01-2026,REF-69321
TXN-29322,4207.41,29-01-2026,REF-69322
TXN-29323,4207.41,29-01-2026,REF-69323
TXN-29324,4207.41,29-01-2026,REF-69324
TXN-29325,4207.41,29-01-2026,REF-69325
TXN-29326,4207.41,29-01-2026,REF-69326
TXN-29327,4207.41,29-01-2026,REF-69327
TXN-29328,4207.41,29-01-2026,REF-69328
TXN-29329,4207.41,29-01-2026,REF-69329
TXN-29330,4207.41,29-01-2026,REF-69330
TXN-29331,4207.41,29-01-2026,REF-69331
TXN-29332,4207.41,29-01-2026,REF-69332
TXN-29333,4207.41,29-01-2026,REF-69333
TXN-29334,4207.41,29-01-2026,REF-69334
TXN-29335,4207.41,29-01-2026,REF-69335
TXN-29336,4207.41,29-01-2026,REF-69336
TXN-29337,4207.41,29-01-2026,REF-69337
TXN-29338,4207.41,29-01-2026,REF-69338
TXN-29339,4207.41,29-01-2026,REF-69339
TXN-29340,4207.41,29-01-2026,REF-69340
TXN-29341,4207.41,29-01-2026,REF-69341
TXN-29342,4207.41,29-01-2026,REF-69342
TXN-29343,4207.41,29-01-2026,REF-69343
TXN-29344,4207.41,29-01-2026,REF-69344
TXN-29345,4207.41,29-01-2026,REF-69345
TXN-29346,4207.41,29-01-2026,REF-69346
TXN-29347,4207.41,29-01-2026,REF-69347
TXN-29348,4207.41,29-01-2026,REF-69348
TXN-29349,4207.41,29-01-2026,REF-69349
TXN-29350,4207.41,29-01-2026,REF-69350
TXN-29351,4207.41,29-01-2026,REF-69351
TXN-29352,4207.41,29-01-2026,REF-69352
TXN-29353,4207.41,29-01-2026,REF-69353
TXN-29354,4207.41,29-01-2026,REF-69354
TXN-29355,4207.41,29-01-2026,REF-69355
TXN-29356,4207.41,29-01-2026,REF-69356
TXN-29357,4207.41,29-01-2026,REF-69357
TXN-29358,4207.41,29-01-2026,REF-69358
TXN-29359,4207.41,29-01-2026,REF-69359
TXN-29360,4207.41,29-01-2026,REF-69360
TXN-29361,4207.41,29-01-2026,REF-69361
TXN-29362,4207.41,29-01-2026,REF-69362
TXN-29363,4207.41,29-01-2026,REF-69363
TXN-29364,4207.41,29-01-2026,REF-69364
TXN-29365,4207.41,29-01-2026,REF-69365
TXN-29366,4207.41,29-01-2026,REF-69366
TXN-29367,4207.41,29-01-2026,REF-69367
TXN-29368,4207.41,29-01-2026,REF-69368
TXN-29369,4207.41,29-01-2026,REF-69369
TXN-29370,4207.41,29-01-2026,REF-69370
TXN-29371,4207.41,29-01-2026,REF-69371
TXN-29372,4207.41,29-01-2026,REF-69372
TXN-29373,4207.41,29-01-2026,REF-69373
TXN-29374,4207.41,29-01-2026,REF-69374
TXN-29375,4207.41,29-01-2026,REF-69375
TXN-29376,4207.41,29-01-2026,REF-69376
TXN-29377,4207.41,29-01-2026,REF-69377
TXN-29378,4207.41,29-01-2026,REF-69378
TXN-29379,4207.41,29-01-2026,REF-69379
TXN-29380,4207.41,29-01-2026,REF-69380
TXN-29381,4207.41,29-01-2026,REF-69381
TXN-29382,4207.41,29-01-2026,REF-69382
TXN-29383,4207.41,29-01-2026,REF-69383
TXN-29384,4207.41,29-01-2026,REF-69384
TXN-29385,4207.41,29-01-2026,REF-69385
TXN-29386,4207.41,29-01-2026,REF-69386
TXN-29387,4207.41,29-01-2026,REF-69387
TXN-29388,4207.41,29-01-2026,REF-69388
TXN-29389,4207.41,29-01-2026,REF-69389
TXN-29390,4207.41,29-01-2026,REF-69390
TXN-29391,4207.41,29-01-2026,REF-69391
TXN-29392,4207.41,29-01-2026,REF-69392
TXN-29393,4207.41,29-01-2026,REF-69393
TXN-29394,4207.41,29-01-2026,REF-69394
TXN-29395,4207.41,29-01-2026,REF-69395
TXN-29396,4207.41,29-01-2026,REF-69396
TXN-29397,4207.41,29-01-2026,REF-69397
TXN-29398,4207.41,29-01-2026,REF-69398
TXN-29399,4207.41,29-01-2026,REF-69399
TXN-29400,4207.41,29-01-2026,REF-69400
TXN-29401,4207.41,29-01-2026,REF-69401
TXN-29402,4207.41,29-01-2026,REF-69402
TXN-29403,4207.41,29-01-2026,REF-69403
TXN-29404,4207.41,29-01-2026,REF-69404
TXN-29405,4207.41,29-01-2026,REF-69405
TXN-29406,4207.41,29-01-2026,REF-69406
TXN-29407,4207.41,29-01-2026,REF-69407
TXN-29408,4207.41,29-01-2026,REF-69408
TXN-29409,4207.41,29-01-2026,REF-69409
TXN-29410,4207.41,29-01-2026,REF-69410
TXN-29411,4207.41,29-01-2026,REF-69411
TXN-29412,4207.41,29-01-2026,REF-69412
TXN-29413,4207.41,29-01-2026,REF-69413
TXN-29414,4207.41,29-01-2026,REF-69414
TXN-29415,4207.41,29-01-2026,REF-69415
TXN-29416,4207.41,29-01-2026,REF-69416
TXN-29417,4207.41,29-01-2026,REF-69417
TXN-29418,4207.41,29-01-2026,REF-69418
TXN-29419,4207.41,29-01-2026,REF-69419
TXN-29420,4207.41,29-01-2026,REF-69420
TXN-29421,4207.41,29-01-2026,REF-69421
TXN-29422,4207.41,29-01-2026,REF-69422
TXN-29423,4207.41,29-01-2026,REF-69423
TXN-29424,4207.41,29-01-2026,REF-69424
TXN-29425,4207.41,29-01-2026,REF-69425
TXN-29426,4207.41,29-01-2026,REF-69426
TXN-29427,4207.41,29-01-2026,REF-69427
TXN-29428,4207.41,29-01-2026,REF-69428
TXN-29429,4207.41,29-01-2026,REF-69429
TXN-29430,4207.41,29-01-2026,REF-69430
TXN-29431,4207.41,29-01-2026,REF-69431
TXN-29432,4207.41,29-01-2026,REF-69432
TXN-29433,4207.41,29-01-2026,REF-69433
TXN-29434,4207.41,29-01-2026,REF-69434
TXN-29435,4207.41,29-01-2026,REF-69435
TXN-29436,4207.41,29-01-2026,REF-69436
TXN-29437,4207.41,29-01-2026,REF-69437
TXN-29438,4207.41,29-01-2026,REF-69438
TXN-29439,4207.41,29-01-2026,REF-69439
TXN-29440,4207.41,29-01-2026,REF-69440
TXN-29441,4207.41,29-01-2026,REF-69441
TXN-29442,4207.41,29-01-2026,REF-69442
TXN-29443,4207.41,29-01-2026,REF-69443
TXN-29444,4207.41,29-01-2026,REF-69444
TXN-29445,4207.41,29-01-2026,REF-69445
TXN-29446,4207.41,29-01-2026,REF-69446
TXN-29447,4207.41,29-01-2026,REF-69447
TXN-29448,4207.41,29-01-2026,REF-69448
TXN-29449,4207.41,29-01-2026,REF-69449
TXN-29450,4207.41,29-01-2026,REF-69450
TXN-29451,4207.41,29-01-2026,REF-69451
TXN-29452,4207.41,29-01-2026,REF-69452
TXN-29453,4207.41,29-01-2026,REF-69453
TXN-29454,4207.41,29-01-2026,REF-69454
TXN-29455,4207.41,29-01-2026,REF-69455
TXN-29456,4207.41,29-01-2026,REF-69456
TXN-29457,4207.41,29-01-2026,REF-69457
TXN-29458,4207.41,29-01-2026,REF-69458
TXN-29459,4207.41,29-01-2026,REF-69459
TXN-29460,4207.41,29-01-2026,REF-69460
TXN-29461,4207.41,29-01-2026,REF-69461
TXN-29462,4207.41,29-01-2026,REF-69462
TXN-29463,4207.41,29-01-2026,REF-69463
TXN-29464,4207.41,29-01-2026,REF-69464
TXN-29465,4207.41,29-01-2026,REF-69465
TXN-29466,4207.41,29-01-2026,REF-69466
TXN-29467,4207.41,29-01-2026,REF-69467
TXN-29468,4207.41,29-01-2026,REF-69468
TXN-29469,4207.41,29-01-2026,REF-69469
TXN-29470,4207.41,29-01-2026,REF-69470
TXN-29471,4207.41,29-01-2026,REF-69471
TXN-29472,4207.41,29-01-2026,REF-69472
TXN-29473,4207.41,29-01-2026,REF-69473
TXN-29474,4207.41,29-01-2026,REF-69474
TXN-29475,4207.41,29-01-2026,REF-69475
TXN-29476,4207.41,29-01-2026,REF-69476
TXN-29477,4207.41,29-01-2026,REF-69477
TXN-29478,4207.41,29-01-2026,REF-69478
TXN-29479,4207.41,29-01-2026,REF-69479
TXN-29480,4207.41,29-01-2026,REF-69480
TXN-29481,4207.41,29-01-2026,REF-69481
TXN-29482,4207.41,29-01-2026,REF-69482
TXN-29483,4207.41,29-01-2026,REF-69483
TXN-29484,4207.41,29-01-2026,REF-69484
TXN-29485,4207.41,29-01-2026,REF-69485
TXN-29486,4207.41,29-01-2026,REF-69486
TXN-29487,4207.41,29-01-2026,REF-69487
TXN-29488,4207.41,29-01-2026,REF-69488
TXN-29489,4207.41,29-01-2026,REF-69489
TXN-29490,4207.41,29-01-2026,REF-69490
TXN-29491,4207.41,29-01-2026,REF-69491
TXN-29492,4207.41,29-01-2026,REF-69492
TXN-29493,4207.41,29-01-2026,REF-69493
TXN-29494,4207.41,29-01-2026,REF-69494
TXN-29495,4207.41,29-01-2026,REF-69495
TXN-29496,4207.41,29-01-2026,REF-69496
TXN-29497,4207.41,29-01-2026,REF-69497
TXN-29498,4207.41,29-01-2026,REF-69498
TXN-29499,4207.41,29-01-2026,REF-69499
TXN-29500,4207.41,29-01-2026,REF-69500
TXN-29501,4207.41,29-01-2026,REF-69501
TXN-29502,4207.41,29-01-2026,REF-69502
TXN-29503,4207.41,29-01-2026,REF-69503
TXN-29504,4207.41,29-01-2026,REF-69504
TXN-29505,4207.41,29-01-2026,REF-69505
TXN-29506,4207.41,29-01-2026,REF-69506
TXN-29507,4207.41,29-01-2026,REF-69507
TXN-29508,4207.41,29-01-2026,REF-69508
TXN-29509,4207.41,29-01-2026,REF-69509
TXN-29510,4207.41,29-01-2026,REF-69510
TXN-29511,4207.41,29-01-2026,REF-69511
TXN-29512,4207.41,29-01-2026,REF-69512
TXN-29513,4207.41,29-01-2026,REF-69513
TXN-29514,4207.41,29-01-2026,REF-69514
TXN-29515,4207.41,29-01-2026,REF-69515
TXN-29516,4207.41,29-01-2026,REF-69516
TXN-29517,4207.41,29-01-2026,REF-69517
TXN-29518,4207.41,29-01-2026,REF-69518
TXN-29519,4207.41,29-01-2026,REF-69519
TXN-29520,4207.41,29-01-2026,REF-69520
TXN-29521,4207.41,29-01-2026,REF-69521
TXN-29522,4207.41,29-01-2026,REF-69522
TXN-29523,4207.41,29-01-2026,REF-69523
TXN-29524,4207.41,29-01-2026,REF-69524
TXN-29525,4207.41,29-01-2026,REF-69525
TXN-29526,4207.41,29-01-2026,REF-69526
TXN-29527,4207.41,29-01-2026,REF-69527
TXN-29528,4207.41,29-01-2026,REF-69528
TXN-29529,4207.41,29-01-2026,REF-69529
TXN-29530,4207.41,29-01-2026,REF-69530
TXN-29531,4207.41,29-01-2026,REF-69531
TXN-29532,4207.41,29-01-2026,REF-69532
TXN-29533,4207.41,29-01-2026,REF-69533
TXN-29534,4207.41,29-01-2026,REF-69534
TXN-29535,4207.41,29-01-2026,REF-69535
TXN-29536,4207.41,29-01-2026,REF-69536
TXN-29537,4207.41,29-01-2026,REF-69537
TXN-29538,4207.41,29-01-2026,REF-69538
TXN-29539,4207.41,29-01-2026,REF-69539
TXN-29540,4207.41,29-01-2026,REF-69540
TXN-29541,4207.41,29-01-2026,REF-69541
TXN-29542,4207.41,29-01-2026,REF-69542
TXN-29543,4207.41,29-01-2026,REF-69543
TXN-29544,4207.41,29-01-2026,REF-69544
TXN-29545,4207.41,29-01-2026,REF-69545
TXN-29546,4207.41,29-01-2026,REF-69546
